,jname,ndup,uid,ra,dec,file,root,srcid,nGr,Grating,grade,zfit,z,zkey,capers_flag,zxor,nRef,sn50,wmin,wmax,Lya,Ha,OIII,L_Ha,L_OIII,HST,NIRCam,slit,Fnu,Flam,References,comment,z_aspect_flux_sum,z_aspect_pixel_count,z_aspect_flag,failed_opening
11636,j033232.03m274537.34,5,18304,53.133469,-27.760373,jades-gds-wide3-v3_prism-clear_1180_12637.spec.fits,jades-gds-wide3-v3,12637,0,NaN,3,7.6701,7.6701,NaN,NaN,NaN,1,2.92,0.6,5.29,1.3,NaN,39.5,NaN,42.87,NaN,NaN,NaN,NaN,NaN,JWi23  z=7.660,NaN,5.6,5.63,3.0,False
11637,j033230.89m274535.31,1,22990,53.128728,-27.759808,jades-gds-wide3-v3_prism-clear_1180_12665.spec.fits,jades-gds-wide3-v3,12665,0,NaN,3,2.6524,2.6524,NaN,NaN,NaN,0,5.79,0.6,5.29,NaN,8.2,3.0,41.02,40.78,NaN,NaN,NaN,NaN,NaN,-,NaN,NaN,NaN,0.0,False
11638,j033234.00m274531.48,4,18311,53.14168,-27.758744,jades-gds-wide3-v3_prism-clear_1180_12722.spec.fits,jades-gds-wide3-v3,12722,0,NaN,3,2.3333,2.3333,NaN,NaN,NaN,0,0.7,0.6,5.29,NaN,13.3,10.9,41.21,41.31,NaN,NaN,NaN,NaN,NaN,-,NaN,NaN,NaN,1.0,False
11639,j033230.55m274529.91,4,18312,53.127282,-27.758308,jades-gds-wide3-v3_prism-clear_1180_12736.spec.fits,jades-gds-wide3-v3,12736,0,NaN,3,3.4915,3.4915,NaN,NaN,NaN,0,0.86,0.6,5.29,NaN,15.6,13.9,41.37,41.58,NaN,NaN,NaN,NaN,NaN,-,NaN,3.48,3.53,3.0,False
11640,j033242.98m274636.64,4,23198,53.179082,-27.776844,jades-gds-wide3-v3_prism-clear_1180_128499.spec.fits,jades-gds-wide3-v3,128499,3,G140M   G235M   G395M,3,3.6664,3.6663,NaN,NaN,NaN,0,0.98,0.6,5.29,NaN,4.0,6.7,40.7,41.26,NaN,NaN,NaN,NaN,NaN,-,NaN,NaN,NaN,0.0,False
11641,j033246.15m274634.31,4,23199,53.192306,-27.776196,jades-gds-wide3-v3_prism-clear_1180_128929.spec.fits,jades-gds-wide3-v3,128929,3,G140M   G235M   G395M,3,1.2937,1.2937,NaN,NaN,NaN,0,3.07,0.6,5.29,NaN,10.0,19.2,40.38,40.76,NaN,NaN,NaN,NaN,NaN,-,NaN,1.28,1.41,2.0,False
11642,j033245.93m274631.25,4,23200,53.191381,-27.775348,jades-gds-wide3-v3_prism-clear_1180_129559.spec.fits,jades-gds-wide3-v3,129559,3,G140M   G235M   G395M,3,2.7031,2.7031,NaN,NaN,NaN,0,6.08,0.6,5.29,NaN,7.0,8.8,41.03,41.41,NaN,NaN,NaN,NaN,NaN,-,also 3.622,2.7,2.74,3.0,False
11643,j033249.23m274623.30,4,23202,53.20513,-27.77314,jades-gds-wide3-v3_prism-clear_1180_131331.spec.fits,jades-gds-wide3-v3,131331,3,G140M   G235M   G395M,3,2.9919,2.9919,NaN,NaN,NaN,0,1.21,0.6,5.29,NaN,4.8,4.8,40.7,40.99,NaN,NaN,NaN,NaN,NaN,-,NaN,NaN,NaN,0.0,False
11644,j033247.77m274621.29,4,23203,53.199042,-27.77258,jades-gds-wide3-v3_prism-clear_1180_131737.spec.fits,jades-gds-wide3-v3,131737,3,G140M   G235M   G395M,3,5.8907,5.8907,NaN,NaN,NaN,1,1.47,0.6,5.29,-1.7,34.5,47.0,42.24,42.66,NaN,NaN,NaN,NaN,NaN,CSi23  z=N/A,NaN,5.88,5.91,3.0,False
11645,j033239.12m274621.29,4,23204,53.16302,-27.77258,jades-gds-wide3-v3_prism-clear_1180_131798.spec.fits,jades-gds-wide3-v3,131798,3,G140M   G235M   G395M,3,2.4611,2.4611,NaN,NaN,NaN,0,4.29,0.6,5.29,NaN,11.2,10.5,41.03,41.26,NaN,NaN,NaN,NaN,NaN,-,NaN,2.44,0.71,2.0,False
11646,j033238.46m274619.25,4,23205,53.160244,-27.772014,jades-gds-wide3-v3_prism-clear_1180_132379.spec.fits,jades-gds-wide3-v3,132379,3,G140M   G235M   G395M,3,3.2566,3.2566,NaN,NaN,NaN,0,1.94,0.6,5.29,NaN,10.0,16.3,41.23,41.71,NaN,NaN,NaN,NaN,NaN,-,NaN,3.24,3.28,3.0,False
11647,j033234.90m274618.93,4,23206,53.145427,-27.771925,jades-gds-wide3-v3_prism-clear_1180_132504.spec.fits,jades-gds-wide3-v3,132504,3,G140M   G235M   G395M,3,3.0192,3.0192,NaN,NaN,NaN,1,1.01,0.6,5.29,NaN,7.5,7.8,40.93,41.21,NaN,NaN,NaN,NaN,NaN,KSc21  z=3.025,NaN,3.0,3.06,3.0,False
11648,j033235.71m274618.40,8,9453,53.148791,-27.771775,jades-gds-wide3-v3_prism-clear_1180_132595.spec.fits,jades-gds-wide3-v3,132595,3,G140M   G235M   G395M,3,2.9491,2.9491,NaN,NaN,NaN,0,3.94,0.6,5.29,NaN,20.4,28.3,41.56,42.1,NaN,NaN,NaN,NaN,NaN,-,NaN,2.94,2.96,3.0,False
11649,j033230.20m274616.97,10,7305,53.125822,-27.771381,jades-gds-wide3-v3_prism-clear_1180_13361.spec.fits,jades-gds-wide3-v3,13361,0,NaN,1,1.8343,1.8342,NaN,NaN,NaN,1,1.24,0.6,5.29,NaN,1.2,-1.3,39.95,NaN,NaN,NaN,NaN,NaN,NaN,ABu23  z=N/A,NaN,NaN,NaN,0.0,False
11650,j033248.16m274614.74,4,23207,53.20067,-27.770762,jades-gds-wide3-v3_prism-clear_1180_133653.spec.fits,jades-gds-wide3-v3,133653,3,G140M   G235M   G395M,1,0.7962,0.7962,NaN,NaN,NaN,0,-0.21,0.6,5.29,NaN,-0.9,1.9,NaN,39.7,NaN,NaN,NaN,NaN,NaN,-,NaN,NaN,NaN,0.0,False
11651,j033239.53m274614.58,4,23208,53.164724,-27.770716,jades-gds-wide3-v3_prism-clear_1180_133718.spec.fits,jades-gds-wide3-v3,133718,3,G140M   G235M   G395M,3,3.7265,3.7265,NaN,NaN,NaN,0,3.76,0.6,5.29,NaN,12.1,11.4,41.24,41.58,NaN,NaN,NaN,NaN,NaN,-,NaN,3.72,3.76,3.0,False
11652,j033245.26m274613.34,4,23209,53.188569,-27.770374,jades-gds-wide3-v3_prism-clear_1180_134136.spec.fits,jades-gds-wide3-v3,134136,3,G140M   G235M   G395M,1,3.6743,3.6743,NaN,NaN,NaN,0,1.28,0.6,5.29,NaN,2.3,1.9,40.31,40.5,NaN,NaN,NaN,NaN,NaN,-,NaN,NaN,NaN,0.0,False
11653,j033248.34m274612.17,4,23210,53.201409,-27.770048,jades-gds-wide3-v3_prism-clear_1180_134419.spec.fits,jades-gds-wide3-v3,134419,3,G140M   G235M   G395M,3,2.7128,2.7128,NaN,NaN,NaN,0,1.72,0.6,5.29,NaN,22.4,27.6,41.33,41.78,NaN,NaN,NaN,NaN,NaN,-,NaN,2.7,2.73,3.0,False
11654,j033244.01m274612.59,4,23211,53.183382,-27.770165,jades-gds-wide3-v3_prism-clear_1180_134422.spec.fits,jades-gds-wide3-v3,134422,3,G140M   G235M   G395M,3,8.3875,8.3875,NaN,NaN,NaN,0,-0.13,0.6,5.29,0.2,NaN,32.1,NaN,42.9,NaN,NaN,NaN,NaN,NaN,-,dq,8.39,8.41,3.0,False
11655,j033243.56m274610.21,3,23212,53.181482,-27.769503,jades-gds-wide3-v3_prism-clear_1180_135134.spec.fits,jades-gds-wide3-v3,135134,2,G140M   G395M,3,7.4408,7.4408,NaN,NaN,NaN,1,1.13,0.6,5.29,-2.6,NaN,13.7,NaN,41.95,NaN,NaN,NaN,NaN,NaN,CSi23  z=N/A,NaN,NaN,NaN,1.0,False
11656,j033228.82m274658.73,4,18339,53.120091,-27.782982,jades-gds-wide3-v3_prism-clear_1180_13561.spec.fits,jades-gds-wide3-v3,13561,0,NaN,3,4.1365,4.1365,NaN,NaN,NaN,2,2.48,0.6,5.29,1.6,12.8,7.5,41.41,41.51,NaN,NaN,NaN,NaN,NaN,CSi23  z=N/A ;  KSc21  z=4.144,NaN,NaN,NaN,1.0,False
11657,j033229.72m274610.88,7,21988,53.123836,-27.76969,jades-gds-wide3-v3_prism-clear_1180_13596.spec.fits,jades-gds-wide3-v3,13596,0,NaN,3,3.7407,3.7407,NaN,NaN,NaN,1,5.72,0.6,5.29,NaN,39.9,53.1,42.22,42.66,NaN,NaN,NaN,NaN,NaN,KSc21  z=3.737,NaN,3.74,3.75,3.0,False
11658,j033231.69m274557.60,5,18340,53.132046,-27.765999,jades-gds-wide3-v3_prism-clear_1180_13605.spec.fits,jades-gds-wide3-v3,13605,0,NaN,3,3.6024,3.6024,NaN,NaN,NaN,0,4.34,0.6,5.29,NaN,24.3,31.1,41.73,42.12,NaN,NaN,NaN,NaN,NaN,-,NaN,3.58,3.63,3.0,False
11659,j033229.42m274538.05,10,7314,53.12259,-27.760569,jades-gds-wide3-v3_prism-clear_1180_13620.spec.fits,jades-gds-wide3-v3,13620,0,NaN,3,5.9232,5.9232,NaN,NaN,NaN,1,3.31,0.6,5.29,-5.0,19.5,30.8,42.17,42.57,NaN,NaN,NaN,NaN,NaN,ABu23  z=5.918,NaN,5.92,5.94,3.0,False
11660,j033230.45m274636.83,9,7319,53.126886,-27.776896,jades-gds-wide3-v3_prism-clear_1180_13854.spec.fits,jades-gds-wide3-v3,13854,0,NaN,3,4.8931,4.8931,NaN,NaN,NaN,1,1.42,0.6,5.29,4.0,8.9,3.1,41.34,41.01,NaN,NaN,NaN,NaN,NaN,ABu23  z=4.885,NaN,NaN,NaN,1.0,False
11661,j033219.95m274710.86,5,18372,53.083113,-27.786351,jades-gds-wide3-v3_prism-clear_1180_15265.spec.fits,jades-gds-wide3-v3,15265,0,NaN,3,6.2651,6.2651,NaN,NaN,NaN,0,2.18,0.6,5.29,2.2,27.1,41.4,42.32,42.74,NaN,NaN,NaN,NaN,NaN,-,NaN,6.26,6.28,3.0,False
11662,j033224.35m274702.14,4,18375,53.101448,-27.783928,jades-gds-wide3-v3_prism-clear_1180_15282.spec.fits,jades-gds-wide3-v3,15282,0,NaN,3,4.3179,4.3179,NaN,NaN,NaN,0,1.13,0.6,5.29,3.0,17.9,16.6,41.77,42.07,NaN,NaN,NaN,NaN,NaN,-,NaN,4.31,4.36,3.0,False
11663,j033222.68m274606.81,5,18380,53.094521,-27.768558,jades-gds-wide3-v3_prism-clear_1180_15353.spec.fits,jades-gds-wide3-v3,15353,0,NaN,3,4.7081,4.7081,NaN,NaN,NaN,0,6.13,0.6,5.29,-2.9,35.9,36.2,42.25,42.61,NaN,NaN,NaN,NaN,NaN,-,NaN,4.7,4.74,3.0,False
11664,j033224.89m274547.73,5,18382,53.103726,-27.763257,jades-gds-wide3-v3_prism-clear_1180_15361.spec.fits,jades-gds-wide3-v3,15361,0,NaN,3,4.7201,4.72,NaN,NaN,NaN,0,2.16,0.6,5.29,-2.9,11.9,10.8,41.64,41.87,NaN,NaN,NaN,NaN,NaN,-,dq;,4.7,4.75,3.0,False
11665,j033220.20m274638.49,4,18389,53.084185,-27.777359,jades-gds-wide3-v3_prism-clear_1180_16356.spec.fits,jades-gds-wide3-v3,16356,0,NaN,1,0.5146,0.5146,NaN,NaN,NaN,0,1.46,0.6,5.29,NaN,1.0,-1.9,38.99,NaN,NaN,NaN,NaN,NaN,NaN,-,NaN,NaN,NaN,0.0,False
11666,j033222.30m274634.29,4,18390,53.092917,-27.776192,jades-gds-wide3-v3_prism-clear_1180_16366.spec.fits,jades-gds-wide3-v3,16366,0,NaN,3,4.1288,4.1288,NaN,NaN,NaN,1,1.4,0.6,5.29,5.2,17.9,21.4,41.59,41.99,NaN,NaN,NaN,NaN,NaN,KSc21  z=4.125,NaN,4.12,4.16,3.0,False
11667,j033222.98m274629.33,4,18391,53.095744,-27.774815,jades-gds-wide3-v3_prism-clear_1180_16375.spec.fits,jades-gds-wide3-v3,16375,0,NaN,3,4.4422,4.4422,NaN,NaN,NaN,0,12.27,0.6,5.29,-1.7,63.8,51.9,43.05,43.18,NaN,NaN,NaN,NaN,NaN,-,DLA,4.44,6.92,2.0,False
11668,j033223.13m274617.69,4,18394,53.096381,-27.771581,jades-gds-wide3-v3_prism-clear_1180_16386.spec.fits,jades-gds-wide3-v3,16386,0,NaN,3,4.3853,4.3853,NaN,NaN,NaN,0,0.92,0.6,5.29,3.5,4.3,5.9,40.89,41.38,NaN,NaN,NaN,NaN,NaN,-,NaN,NaN,NaN,0.0,False
11669,j033223.32m274607.59,5,18397,53.097182,-27.768775,jades-gds-wide3-v3_prism-clear_1180_16402.spec.fits,jades-gds-wide3-v3,16402,0,NaN,3,4.7098,4.7098,NaN,NaN,NaN,0,6.48,0.6,5.29,-1.5,41.5,24.8,42.58,42.58,NaN,NaN,NaN,NaN,NaN,-,NaN,4.7,2.01,2.0,False
11670,j033220.02m274552.08,4,18398,53.083404,-27.764467,jades-gds-wide3-v3_prism-clear_1180_16418.spec.fits,jades-gds-wide3-v3,16418,0,NaN,3,6.2658,6.2658,NaN,NaN,NaN,0,2.67,0.6,5.29,-2.2,15.5,29.0,42.12,42.57,NaN,NaN,NaN,NaN,NaN,-,NaN,6.26,6.28,3.0,False
11671,j033220.93m274637.40,5,18404,53.087223,-27.777056,jades-gds-wide3-v3_prism-clear_1180_17038.spec.fits,jades-gds-wide3-v3,17038,0,NaN,3,7.5718,7.5718,NaN,NaN,NaN,0,1.05,0.6,5.29,-1.5,NaN,8.4,NaN,41.97,NaN,NaN,NaN,NaN,NaN,-,NaN,NaN,NaN,1.0,False
11672,j033220.90m274423.45,5,18416,53.087086,-27.739847,jades-gds-wide3-v3_prism-clear_1180_17214.spec.fits,jades-gds-wide3-v3,17214,0,NaN,3,3.4704,3.4733,NaN,NaN,NaN,0,5.42,0.6,5.29,NaN,11.3,14.2,41.73,42.04,NaN,NaN,NaN,NaN,NaN,-,dq,NaN,NaN,1.0,False
11673,j033228.60m274344.05,5,18424,53.119177,-27.728904,jades-gds-wide3-v3_prism-clear_1180_17349.spec.fits,jades-gds-wide3-v3,17349,0,NaN,3,3.5005,3.5004,NaN,NaN,NaN,0,3.86,0.6,5.29,NaN,35.0,42.4,42.01,42.38,NaN,NaN,NaN,NaN,NaN,-,NaN,3.49,3.51,3.0,False
11674,j033229.22m274340.62,4,18426,53.121756,-27.727949,jades-gds-wide3-v3_prism-clear_1180_17366.spec.fits,jades-gds-wide3-v3,17366,0,NaN,3,3.4619,3.4619,NaN,NaN,NaN,0,5.76,0.6,5.29,NaN,45.5,62.0,42.34,42.87,NaN,NaN,NaN,NaN,NaN,-,NaN,3.46,3.47,3.0,False
11675,j033235.72m274943.85,4,23213,53.148845,-27.828848,jades-gds-wide3-v3_prism-clear_1180_193544.spec.fits,jades-gds-wide3-v3,193544,3,G140M   G235M   G395M,3,2.6371,2.6395,NaN,NaN,NaN,0,1.32,0.6,5.29,NaN,9.0,11.0,41.02,41.41,NaN,NaN,NaN,NaN,NaN,-,Also z=2.221 dq,2.65,2.66,3.0,False
11676,j033239.53m274943.47,4,23214,53.164701,-27.828741,jades-gds-wide3-v3_prism-clear_1180_193720.spec.fits,jades-gds-wide3-v3,193720,3,G140M   G235M   G395M,3,1.5661,1.5661,NaN,NaN,NaN,0,2.65,0.6,5.29,NaN,5.4,8.3,40.8,41.13,NaN,NaN,NaN,NaN,NaN,-,NaN,NaN,NaN,0.0,False
11677,j033237.44m274935.64,4,23215,53.15599,-27.826567,jades-gds-wide3-v3_prism-clear_1180_194486.spec.fits,jades-gds-wide3-v3,194486,3,G140M   G235M   G395M,3,1.8153,1.8153,NaN,NaN,NaN,0,2.53,0.6,5.29,NaN,9.2,5.2,40.76,40.64,NaN,NaN,NaN,NaN,NaN,-,NaN,NaN,NaN,1.0,False
11678,j033234.98m274932.07,4,23216,53.145756,-27.825576,jades-gds-wide3-v3_prism-clear_1180_194580.spec.fits,jades-gds-wide3-v3,194580,3,G140M   G235M   G395M,3,1.9112,1.9112,NaN,NaN,NaN,0,23.55,0.6,5.29,NaN,19.2,19.4,41.79,41.96,NaN,NaN,NaN,NaN,NaN,-,NaN,0.42,0.42,3.0,False
11679,j033238.47m274932.15,4,23217,53.16029,-27.825597,jades-gds-wide3-v3_prism-clear_1180_194616.spec.fits,jades-gds-wide3-v3,194616,3,G140M   G235M   G395M,3,0.6701,0.6701,NaN,NaN,NaN,0,53.75,0.6,5.29,NaN,5.6,0.2,40.51,38.91,NaN,NaN,NaN,NaN,NaN,-,NaN,NaN,NaN,1.0,False
11680,j033237.16m274931.01,4,23218,53.154836,-27.825281,jades-gds-wide3-v3_prism-clear_1180_194906.spec.fits,jades-gds-wide3-v3,194906,3,G140M   G235M   G395M,3,3.5671,3.5671,NaN,NaN,NaN,0,4.69,0.6,5.29,NaN,18.0,22.7,41.58,41.94,NaN,NaN,NaN,NaN,NaN,-,NaN,3.56,3.56,3.0,False
11681,j033237.00m274929.04,4,23220,53.154182,-27.824735,jades-gds-wide3-v3_prism-clear_1180_195120.spec.fits,jades-gds-wide3-v3,195120,3,G140M   G235M   G395M,3,2.3595,2.3594,NaN,NaN,NaN,0,5.4,0.6,5.29,NaN,5.7,5.2,40.79,40.99,NaN,NaN,NaN,NaN,NaN,-,NaN,NaN,NaN,0.0,False
11682,j033239.65m274924.47,4,23221,53.165196,-27.823464,jades-gds-wide3-v3_prism-clear_1180_195645.spec.fits,jades-gds-wide3-v3,195645,3,G140M   G235M   G395M,3,3.0325,3.0325,NaN,NaN,NaN,0,5.2,0.6,5.29,NaN,1.6,-0.1,40.18,NaN,NaN,NaN,NaN,NaN,NaN,-,NaN,NaN,NaN,0.0,False
11683,j033235.78m274920.84,4,23222,53.14907,-27.822455,jades-gds-wide3-v3_prism-clear_1180_196039.spec.fits,jades-gds-wide3-v3,196039,3,G140M   G235M   G395M,3,4.1473,4.1473,NaN,NaN,NaN,1,4.54,0.6,5.29,-0.2,21.2,23.6,41.67,42.03,NaN,NaN,NaN,NaN,NaN,CSi23  z=N/A,NaN,4.14,4.18,3.0,False
11684,j033244.58m274915.73,4,23223,53.185729,-27.821035,jades-gds-wide3-v3_prism-clear_1180_196439.spec.fits,jades-gds-wide3-v3,196439,3,G140M   G235M   G395M,3,2.008,2.008,NaN,NaN,NaN,0,13.34,0.6,5.29,NaN,33.9,41.0,41.59,41.98,NaN,NaN,NaN,NaN,NaN,-,NaN,2.0,2.02,3.0,False
11685,j033244.37m274911.32,4,23224,53.184875,-27.81981,jades-gds-wide3-v3_prism-clear_1180_196557.spec.fits,jades-gds-wide3-v3,196557,3,G140M   G235M   G395M,3,2.0035,2.0035,NaN,NaN,NaN,0,66.86,0.6,5.29,NaN,34.4,6.7,42.27,41.38,NaN,NaN,NaN,NaN,NaN,-,;,2.0,3.34,2.0,False
11686,j033238.57m274909.32,4,23225,53.160719,-27.819256,jades-gds-wide3-v3_prism-clear_1180_196916.spec.fits,jades-gds-wide3-v3,196916,3,G140M   G235M   G395M,3,3.7062,3.7062,NaN,NaN,NaN,0,13.94,0.6,5.29,NaN,28.3,27.9,41.88,42.19,NaN,NaN,NaN,NaN,NaN,-,NaN,3.7,3.74,3.0,False
11687,j033237.77m274859.81,4,23227,53.157366,-27.816615,jades-gds-wide3-v3_prism-clear_1180_197649.spec.fits,jades-gds-wide3-v3,197649,3,G140M   G235M   G395M,3,2.0718,2.0718,NaN,NaN,NaN,0,5.75,0.6,5.29,NaN,7.9,9.1,40.83,41.1,NaN,NaN,NaN,NaN,NaN,-,NaN,2.06,2.09,3.0,False
11688,j033239.67m274850.93,7,24413,53.165314,-27.81414,jades-gds-wide3-v3_prism-clear_1180_197911.spec.fits,jades-gds-wide3-v3,197911,3,G140M   G235M   G395M,3,3.0685,3.0685,NaN,NaN,NaN,0,133.84,0.6,5.29,NaN,31.0,14.4,43.06,42.81,NaN,NaN,NaN,NaN,NaN,-,NaN,3.07,3.08,3.0,False
11689,j033240.70m274849.79,8,18790,53.169569,-27.813846,jades-gds-wide3-v3_prism-clear_1180_198626.spec.fits,jades-gds-wide3-v3,198626,3,G140M   G235M   G395M,1,2.2494,2.2494,NaN,NaN,NaN,0,2.01,0.6,5.29,NaN,1.7,-0.3,40.44,NaN,NaN,NaN,NaN,NaN,NaN,-,NaN,NaN,NaN,0.0,False
11690,j033237.98m274841.52,4,23229,53.158253,-27.811535,jades-gds-wide3-v3_prism-clear_1180_199133.spec.fits,jades-gds-wide3-v3,199133,3,G140M   G235M   G395M,3,3.308,3.308,NaN,NaN,NaN,0,6.98,0.6,5.29,NaN,10.6,10.7,41.11,41.46,NaN,NaN,NaN,NaN,NaN,-,NaN,NaN,NaN,1.0,False
11691,j033244.79m274840.59,1,22991,53.186619,-27.811274,jades-gds-wide3-v3_prism-clear_1180_199210.spec.fits,jades-gds-wide3-v3,199210,0,NaN,3,2.5876,2.5876,NaN,NaN,NaN,0,7.68,0.6,5.29,NaN,3.3,1.2,40.71,40.5,NaN,NaN,NaN,NaN,NaN,-,NaN,NaN,NaN,0.0,False
11692,j033245.51m274840.30,4,23230,53.189607,-27.811193,jades-gds-wide3-v3_prism-clear_1180_199216.spec.fits,jades-gds-wide3-v3,199216,3,G140M   G235M   G395M,3,1.2268,1.2268,NaN,NaN,NaN,0,16.11,0.6,5.29,NaN,10.3,13.1,41.0,41.24,NaN,NaN,NaN,NaN,NaN,-,NaN,NaN,NaN,1.0,False
11693,j033244.54m274837.15,1,22992,53.1856,-27.810319,jades-gds-wide3-v3_prism-clear_1180_199504.spec.fits,jades-gds-wide3-v3,199504,0,NaN,1,0.5758,0.5758,NaN,NaN,NaN,0,0.86,0.6,5.29,NaN,1.2,-1.5,38.81,NaN,NaN,NaN,NaN,NaN,NaN,-,NaN,NaN,NaN,0.0,False
11694,j033239.18m274832.60,7,10839,53.163241,-27.809057,jades-gds-wide3-v3_prism-clear_1180_199773.spec.fits,jades-gds-wide3-v3,199773,3,G140M   G235M   G395M,3,2.8144,2.8144,NaN,NaN,NaN,0,81.92,0.6,3.59,NaN,1.4,-2.3,41.09,NaN,NaN,NaN,NaN,NaN,NaN,-,balmer break,NaN,NaN,0.0,False
11695,j033239.43m274831.80,4,23231,53.164311,-27.808832,jades-gds-wide3-v3_prism-clear_1180_199943.spec.fits,jades-gds-wide3-v3,199943,3,G140M   G235M   G395M,3,2.3091,2.3091,NaN,NaN,NaN,0,2.23,0.6,3.68,NaN,9.7,9.9,40.85,41.15,NaN,NaN,NaN,NaN,NaN,-,NaN,2.29,0.61,2.0,False
11696,j033244.80m274813.46,4,23233,53.186656,-27.803738,jades-gds-wide3-v3_prism-clear_1180_201295.spec.fits,jades-gds-wide3-v3,201295,3,G140M   G235M   G395M,3,1.9975,1.9975,NaN,NaN,NaN,0,16.14,0.6,5.29,NaN,20.1,22.4,41.65,41.88,NaN,NaN,NaN,NaN,NaN,-,NaN,1.99,0.48,2.0,False
11697,j033246.57m274810.55,4,23235,53.194037,-27.802932,jades-gds-wide3-v3_prism-clear_1180_201562.spec.fits,jades-gds-wide3-v3,201562,3,G140M   G235M   G395M,3,6.3359,6.3359,NaN,NaN,NaN,1,0.94,0.6,5.29,1.8,13.5,27.6,41.72,42.09,NaN,NaN,NaN,NaN,NaN,CSi23  z=N/A,NaN,6.33,6.35,3.0,False
11698,j033246.91m274806.83,4,23236,53.195439,-27.801897,jades-gds-wide3-v3_prism-clear_1180_201769.spec.fits,jades-gds-wide3-v3,201769,3,G140M   G235M   G395M,3,2.0056,2.0056,NaN,NaN,NaN,0,7.07,0.6,5.29,NaN,12.9,16.6,41.27,41.59,NaN,NaN,NaN,NaN,NaN,-,NaN,1.99,0.47,2.0,False
11699,j033245.16m274805.37,4,23237,53.188167,-27.801493,jades-gds-wide3-v3_prism-clear_1180_201867.spec.fits,jades-gds-wide3-v3,201867,3,G140M   G235M   G395M,3,5.6371,5.6371,NaN,NaN,NaN,1,2.29,0.6,5.29,2.0,11.7,20.0,41.67,42.12,NaN,NaN,NaN,NaN,NaN,CSi23  z=N/A,NaN,5.63,5.66,3.0,False
11700,j033238.68m274716.55,4,23239,53.161176,-27.78793,jades-gds-wide3-v3_prism-clear_1180_205375.spec.fits,jades-gds-wide3-v3,205375,3,G140M   G235M   G395M,2,0.6638,0.6638,NaN,NaN,NaN,0,6.18,0.6,5.29,NaN,4.6,3.4,40.21,40.14,NaN,NaN,NaN,NaN,NaN,-,NaN,NaN,NaN,0.0,False
11701,j033238.52m274710.93,4,23241,53.16049,-27.78637,jades-gds-wide3-v3_prism-clear_1180_205913.spec.fits,jades-gds-wide3-v3,205913,3,G140M   G235M   G395M,3,0.9784,0.9784,NaN,NaN,NaN,0,19.88,0.6,5.29,NaN,16.4,12.9,41.18,41.15,NaN,NaN,NaN,NaN,NaN,-,NaN,NaN,NaN,0.0,False
11702,j033237.95m274711.18,8,22235,53.158172,-27.786476,jades-gds-wide3-v3_prism-clear_1180_206035.spec.fits,jades-gds-wide3-v3,206035,3,G140M   G235M   G395M,3,4.7804,4.7804,NaN,NaN,NaN,2,7.85,0.6,5.29,7.6,45.3,53.4,42.44,42.96,NaN,NaN,NaN,NaN,NaN,CSi23  z=N/A ;  KSc21  z=3.573,NaN,4.78,1.27,2.0,False
11703,j033235.20m274710.31,8,9476,53.146669,-27.786211,jades-gds-wide3-v3_prism-clear_1180_206146.spec.fits,jades-gds-wide3-v3,206146,3,G140M   G235M   G395M,3,5.5298,5.5298,NaN,NaN,NaN,1,2.64,0.6,5.29,-0.8,17.4,26.0,42.18,42.54,NaN,NaN,NaN,NaN,NaN,CSi23  z=N/A,NaN,5.52,5.55,3.0,False
11704,j033239.78m274705.73,8,18798,53.165703,-27.78494,jades-gds-wide3-v3_prism-clear_1180_206661.spec.fits,jades-gds-wide3-v3,206661,3,G140M   G235M   G395M,3,5.4784,5.4784,NaN,NaN,NaN,1,1.69,0.6,5.29,0.3,18.6,23.1,41.88,42.2,NaN,NaN,NaN,NaN,NaN,CSi23  z=N/A,NaN,5.48,5.5,3.0,False
11705,j033243.82m274700.61,4,23243,53.182603,-27.783502,jades-gds-wide3-v3_prism-clear_1180_207067.spec.fits,jades-gds-wide3-v3,207067,3,G140M   G235M   G395M,3,2.0712,2.0712,NaN,NaN,NaN,0,10.52,0.6,5.29,NaN,24.3,32.5,41.64,42.04,NaN,NaN,NaN,NaN,NaN,-,NaN,2.06,2.09,3.0,False
11706,j033236.67m274657.98,4,23244,53.152801,-27.782771,jades-gds-wide3-v3_prism-clear_1180_207234.spec.fits,jades-gds-wide3-v3,207234,3,G140M   G235M   G395M,3,0.7684,0.7684,NaN,NaN,NaN,0,13.35,0.6,5.29,NaN,25.9,37.8,40.88,41.24,NaN,NaN,NaN,NaN,NaN,-,NaN,0.32,0.28,2.0,False
11707,j033236.49m274654.71,4,23245,53.152026,-27.781864,jades-gds-wide3-v3_prism-clear_1180_207421.spec.fits,jades-gds-wide3-v3,207421,3,G140M   G235M   G395M,3,1.7687,1.7687,NaN,NaN,NaN,0,17.38,0.6,5.29,NaN,11.0,9.3,41.08,41.13,NaN,NaN,NaN,NaN,NaN,-,NaN,1.77,1.77,3.0,False
11708,j033236.85m274651.50,4,23246,53.15353,-27.780973,jades-gds-wide3-v3_prism-clear_1180_207709.spec.fits,jades-gds-wide3-v3,207709,3,G140M   G235M   G395M,3,1.8484,1.848,NaN,NaN,NaN,0,5.94,0.6,5.29,NaN,9.2,9.6,41.1,41.32,NaN,NaN,NaN,NaN,NaN,-,dq,0.66,0.66,3.0,False
